Feature ID	Taxon	Confidence
361f78d2bb56c276dfca337e80263583	d__Bacteria; p__Desulfobacterota_G_459546; c__Desulfuromonadia; o__Geobacterales; f__Pseudopelobacteraceae; g__; s__	0.9256781086495304
41787e27248b41054d769912c0d7b4d0	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Aerococcaceae; g__Trichococcus	0.9948050126145485
e768cdd098169b784e628634e59a7053	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Lentimicrobiaceae; g__Lentimicrobium; s__Lentimicrobium saccharophilum	0.9999955824664057
7c9473dba4ebf32d3c090b1e857a220d	d__Bacteria; p__Desulfobacterota_G_459546; c__Desulfuromonadia; o__Desulfuromonadales; f__Trichloromonadaceae; g__Trichloromonas; s__Trichloromonas acetexigens	0.9968228687099187
f7d049b256d73cef2b9898bb8d3a0a22	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA932; g__Bact-08; s__Bact-08 sp001897515	0.9999999909963719
aadfa95b0b3f8f0e0fa3a23c40ecb50f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__F082; g__JALNZU01; s__JALNZU01 sp002842755	0.9999790463846531
365b342cabacf3724c1a15a75d3686a6	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae	0.9956284445356304
ce898e6f609ada594dd2857559da15d3	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Eubacteriales; f__Eubacteriaceae; g__Acetobacterium	0.9999999971196579
37ada35e902090e3e254a7090dee7769	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__UBA12059; g__UBA12059; s__UBA12059 sp001829185	0.999999999888658
b789e85ed8f124b46035a7dc619c9115	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__SFMI01; s__SFMI01 sp004556155	0.9273921440801345
8cbb3ef8c7b6d5c8c1ea3a449d21873a	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Syner-03; s__Syner-03 sp002839185	0.999998993882011
72e9e1830398e9e8c3dec4bce4c8afc7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tenuifilaceae; g__Perlabentimonas	0.9760141369769697
01c8368d230eb922db2054585f1c7e93	d__Archaea; p__Halobacteriota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanocorpusculaceae; g__Methanocorpusculum	0.9999999999999952
975a0c32db18e2448cc44cab0b325f92	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__F082; g__JALNZU01; s__JALNZU01 sp002842755	0.9999978628290578
6386ed7fe2a06da77923a50bb23a0289	d__Bacteria; p__Desulfobacterota_G_459546; c__Desulfuromonadia; o__Geobacterales; f__Pseudopelobacteraceae	0.9999711897385767
0589c6b6011b34c6a6509d44c4975de5	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Aminobacteriaceae; g__JAAYLU01; s__JAAYLU01 sp001604435	0.9999999730593178
aedcad6341ce94de27f348021977f21d	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadaceae; g__Cloacimonas; s__Cloacimonas sp002428685	0.9999796644765427
b38a003dbe5d130bf49b280e08befec8	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales	0.9999708362806597
eccbf6ab93f71517dbd672f47c98655e	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__UBA12059; g__UBA12059; s__UBA12059 sp001829185	0.9999999997646825
d0c04cd04e565c4772baeca7cd57120a	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae; g__Thiobacillus; s__Thiobacillus thiophilus	0.969440238449651
0fb91557cf0d417a367b7e8f50e2b51b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methyloparacoccus; s__Methyloparacoccus murrellii	0.9998361984660842
f0fd62636ade41c5a5c3d38f8a0ce33d	d__Bacteria; p__Desulfobacterota_G_459546; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae_439684; g__Geobacter; s__	0.9304226291625601
c901afe26d8f9eecb972381bc8f1b495	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Limisphaerales; f__UBA1412; g__UBA1412	0.9999998962721095
dfb5b5b528191be001eb776219960a78	d__Bacteria; p__Desulfobacterota_G_459543; c__Desulfobulbia; o__Desulfobulbales; f__Desulfobulbaceae; g__Desulfobulbus; s__Desulfobulbus elongatus	0.9760780976993496
5bb7d7d121885e49d42e687fb9755e30	d__Bacteria; p__Bacillota_C; c__Negativicutes; o__UBA1444; f__UBA1444; g__UBA1444; s__UBA1444 sp012798135	0.9999999999875229
798929aeda7ba6ce7b8ac144136929cc	d__Bacteria; p__Desulfobacterota_G_459543; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfomicrobiaceae; g__Desulfomicrobium; s__Desulfomicrobium apsheronum	0.9942475104279941
a6b43482823373ca3f5c9b5844a60f13	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.9999978737125128
1c07cd450fd34de71b988a7d87015146	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Villigracilaceae; g__UBA8950; s__UBA8950 sp002840685	0.9905786713730299
4e5492ed8d6789cd6a73aff25450093d	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanogingivalaceae; g__Nanogingivalis; s__Nanogingivalis sp010014525	0.9999981821143006
6fc2c74e41998a5ea9f0b2aa9fe248fe	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	0.9957646943722198
3e74a56d5384c6bd3a3caeb387a4662b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Hydrogenophaga_590395	0.9776629691234809
03ef056c5ee01618be25e58df12f083f	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptonemataceae; g__Leptonema; s__Leptonema illini	0.9999999999999005
c8894be2fd812700f141694c8732ab0e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Macellibacteroides; s__Macellibacteroides fermentans	0.9999999998763087
0ad83b1f4c0b4232b00d058b08872a95	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__ML615J-28; f__CAG-313; g__CAG-313; s__	0.9664314222094624
358f16aa85d5b9314a7df5a3d736d357	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.999961966691755
a8b7022301fca7302676867b38bd92c2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Proteiniphilum	0.9761229772729367
4ff496ac319764252ba0d676d22fa14f	d__Bacteria; p__Spirochaetota; c__UBA4802; o__UBA4802; f__UBA5550; g__WRGT01; s__WRGT01 sp002839285	0.9829565437853649
c633029e499b3b838299d2c97ac7037a	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Hominibacterium; s__Hominibacterium faecale	0.9166635120196409
d90ee6d02de262a727d495a4b6b7b893	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus_A_343306; s__Lactococcus_A_343306 raffinolactis	0.7379075259484434
