Feature ID	Taxon	Confidence
554345c10941538d3c323777253ee02d	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Aerococcaceae; g__Trichococcus	0.9947152747271392
ee0197c76ca344faba7cb98a26719838	d__Bacteria; p__Desulfobacterota_G_459546; c__Desulfuromonadia; o__Geobacterales; f__Pseudopelobacteraceae; g__; s__	0.9304764127710639
72e71f717565a0afdddffaf3f7f1e9b2	d__Bacteria; p__Desulfobacterota_G_459546; c__Desulfuromonadia; o__Desulfuromonadales; f__Trichloromonadaceae; g__Trichloromonas; s__Trichloromonas acetexigens	0.9957114958992769
99ebc3fd7be0a94952e00751f9337419	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Thauera	0.9722652617080196
dd814a5fa37574d0d584b7172e37d55b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azoarcus_F_597129; s__Azoarcus_F_597129 communis	0.9482886510279233
f66ccbeb60d8131fd8fd07c8b36b6606	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__F082; g__JALNZU01; s__JALNZU01 sp002842755	0.9999743401928027
30ad487e1e86be71afce4e03fd7553b5	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Alteromonadaceae; g__Alishewanella_662828	0.988693388942264
3da9642c7075ebfc93cc637e40ee4cbc	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Aquimonas; s__Aquimonas voraii	0.9775684492991803
bebe610b24ce6b051fb5b2c8ddf17261	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Stappiaceae; g__Stappia	0.9883840339768695
9e0afec959f4de2ec77a597506dca6ff	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Limisphaerales; f__UBA1412; g__UBA1412	0.9999999188497759
8835e37b11698e44116e990ddbed73ee	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.9999980021969465
6e37c294da30a0187d9f79f0660564af	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae	0.9997547538634255
def11098adff8af1cb06ef63979410e6	d__Bacteria; p__Desulfobacterota_G_459543; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfomicrobiaceae; g__Desulfomicrobium; s__Desulfomicrobium escambiense	0.7973052031468584
d963a648e475e9c4d75d21bc2ba10e49	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__Mangroviflexus; s__Mangroviflexus xiamenensis	0.9747871317594548
c5dc97f3124977a979f23452d3dbe005	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Lentimicrobiaceae; g__Lentimicrobium; s__Lentimicrobium saccharophilum	0.9999998578579538
9a3ce95ff298ebae52df4bef58719eb8	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9999595448618266
1c0c5e973f01557f0d18794dbb730c85	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales_A_505895; f__Rhodospirillaceae; g__Caenispirillum; s__Caenispirillum bisanense	0.9434360372780731
afadeb1f4f2b1c719a5c16a30609d987	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Lentimicrobiaceae; g__Lentimicrobium; s__Lentimicrobium saccharophilum	0.9999953366471054
644b1334c878e19daacf2e75bade51a3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tenuifilaceae; g__Perlabentimonas	0.9689377982294135
bcfe696a33ba2bb932c47e2e55d5a4b1	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomicrobium; s__Planctomicrobium piriforme	0.9999202501932646
280d755395a677366ab52b9e8e46adfb	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__UBA12059; g__UBA12059; s__UBA12059 sp001829185	0.9999999743060076
fb09bd939ee8acee32c4ce2863f79ab0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA932; g__Bact-08; s__Bact-08 sp001897515	0.9999999899160201
939728918f4123604eb6fa9ea509626d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Microbacter; s__	0.8623468452328388
8f1f0c16b5ae8d0f4a9f295ceefeb311	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__Tangfeifania; s__Tangfeifania diversioriginum	0.9999659492032249
12322f15c5dcca422f121c2e90eb3566	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas diminuta	0.7332976358036659
9f2f738a607cb3d02f41b4661989b627	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula_B_754616; s__Pirellula_B_754616 sp001610875	0.9997945515004805
61f1bf165ebf6d9e9351f6e27154f231	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Aerococcaceae; g__Trichococcus	0.9916126031742419
1b8b16a4ce560e2d0681a99107169b46	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Hydrogenophaga_590407; s__	0.7967159058687783
568704c86381ac651e0dd370fe61fc51	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae	0.7659904870171157
79e81f193345c75f75e40c4ed458e9c7	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Terrimicrobiaceae; g__Terrimicrobium; s__Terrimicrobium sacchariphilum	0.9877476107124223
3cc8850f9a53f62ef9a46c17da38bea5	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Sulfuritalea; s__Sulfuritalea hydrogenivorans	0.8150984663996471
d9df3619ff8f99b2b8bebe2410ea0e7d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Proteiniphilum	0.9726454377546466
9f4fac339edaa73cdcb86378c7271209	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.7412839253074176
c29b1e3b18008c8e1401b8b356e43467	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Hyphomonas; s__Hyphomonas polymorpha	0.9257930001864489
2a8c3d5c991bd8f9fa14095e6c1c6dc5	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Syner-03; s__Syner-03 sp002839185	0.9999988745105891
e7657bc6cea4ebaae754cc9f561363d6	d__Bacteria; p__Desulfobacterota_G_459546; c__Desulfuromonadia; o__Geobacterales; f__Pseudopelobacteraceae	0.9999733236930267
adbdab4b1e65c4710195da896639d9aa	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae; g__Camelimonas; s__Camelimonas lactis	0.8978251180040806
06b210ebb37e569f5cd45c8efac17317	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tenuifilaceae; g__SB25; s__	0.9999997679760624
25c9884cd991eb1695f6a20546b4a231	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Hydrogenophaga_590395	0.978605220886934
aaa39ccd61ec84d756b29d7a651401a8	d__Bacteria; p__Spirochaetota; c__UBA4802; o__UBA4802; f__UBA5550; g__WRGT01; s__WRGT01 sp002839285	0.9999999599660762
13a7f1d0d3af672725f8079c3cc185a2	d__Bacteria; p__Desulfobacterota_G_459543; c__Desulfobulbia; o__Desulfobulbales; f__Desulfobulbaceae; g__Desulfobulbus; s__Desulfobulbus elongatus	0.9739452832005087
380dd0f6882c618d853f3060f5a0526e	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae; g__Thiobacillus; s__Thiobacillus thiophilus	0.9758002789352945
5a7bc750ea80993e0aa836ca11d00d23	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Stappiaceae; g__Pannonibacter	0.9427821602024311
3c76496de2c06c9a4dcc9c174b773a59	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Parvibaculales; f__Parvibaculaceae; g__Parvibaculum; s__Parvibaculum lavamentivorans	0.9999998789662288
c8d242a3d3eb4623295623fda6f1464d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__UBA1413; s__UBA1413 sp001270045	0.9801059459439354
c571e4614a41a702063ae03bc2fe6ddb	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__Phototrophicaceae	0.9681038814986896
9271866e77e6400f30e010826a6f0205	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__Mariniphaga; s__	0.9575925170198304
c92b49a94618b40257e46ffba66655dd	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Aminobacteriaceae; g__JAAYLU01; s__JAAYLU01 sp001604435	0.9999999504151885
e1ec1a787ded89ac1a2d3b9a559ea13b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales	0.9999678999879795
5aa5727e70029b05c1cf10a1bdbb9848	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadaceae	0.9999999999985882
a9a7d2b90c8a7957e5f27613c9de1f26	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__CAG-138; g__RUG472; s__RUG472 sp902765005	0.9999974500446283
5f860792e75c63fee7cc9ba712c92163	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__Phenylobacterium falsum	0.9952543393449927
c6ad9637214d6c055cc1b8b43484f92d	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Eubacteriales; f__Eubacteriaceae; g__Acetobacterium	0.9999999987792033
4e18372b0fcaf07875b761a7a593077d	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__SFMI01; s__SFMI01 sp004556155	0.9123777580794078
d74649548ede9c4ab6eb6fdb9c56cb6a	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__SM1A02	0.8587633000757633
397b2d1442189f3add54098be86a19da	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Azospirillales_507929; f__Azospirillaceae_507917; g__Azospirillum	0.9975607277591816
7edb33f7e2a708b8158295c359513f1e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Hyphomonas; s__Hyphomonas polymorpha	0.9198863330342126
b7f5af401f678ffbe9f7299cfa59e3bf	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Devosiaceae; g__Devosia_A_502124	0.9999677282886378
1ea126def7da899168c394f0874c59bf	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Balneolales; f__Balneolaceae	0.9989208719680824
d99ed017ee788605f687f39227b528b4	d__Bacteria; p__Desulfobacterota_G_459543; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Cupidesulfovibrio	0.9856963355124317
f662afccff4067c3406662c27a42ddff	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus; s__Azonexus hydrophilus	0.9974357693134747
42ea39cfcd68f7d8933fb5b4a75494b8	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Aminobacteriaceae; g__Aminivibrio; s__Aminivibrio pyruvatiphilus	0.99974391766728
7d77cb1360f59a3f35f97b95fc3aa6d0	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Aminobacteriaceae; g__JAAYLU01; s__JAAYLU01 sp001604435	0.9999990918756085
380da22a60c8e521da0a05b8e5e4b432	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tenuifilaceae; g__Perlabentimonas	0.9166821433309966
714791150ace8da3ad15b2773727a2e8	d__Bacteria; p__Desulfobacterota_G_459543; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio_446475; s__Desulfovibrio psychrotolerans	0.8045243574523945
52d75fec8b161924aa5f2a57c2e03b12	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Syner-03; s__Syner-03 sp002839185	0.9999994416320415
c191dfa81e4dfbec07f159025791f8f4	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas_A_615274; s__Stenotrophomonas_A_615274 koreensis	0.9989202981436012
705f734c8453cf6fd4cc7c34def7aaa7	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosomonas; s__Nitrosomonas europaea	0.9944438324698037
fc4eebd30001d04ca0b5484734259c42	d__Bacteria; p__Riflebacteria; c__Ozemobacteria; o__Ozemobacterales; f__Ozemobacteraceae; g__Rifleibacterium; s__Rifleibacterium sp002839445	0.9507081352551785
4da1ab0190b065b4136bce78f2a475b7	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus	0.9932126411513993
